event_definition,variable_name,coding_system,event_code,tags,code_no_dot
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,199012009,narrow,199012009
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,199013004,narrow,199013004
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,199019000,narrow,199019000
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,237279007,narrow,237279007
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,266228004,narrow,266228004
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,266230002,narrow,266230002
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,266293003,narrow,266293003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,30354006,narrow,30354006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,31992008,narrow,31992008
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,34742003,narrow,34742003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,38481006,narrow,38481006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,421731000,narrow,421731000
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,422001004,narrow,422001004
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,434421000124101,narrow,434421000124101
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,44111003,narrow,44111003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,50490005,narrow,50490005
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,5148006,narrow,5148006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,59621000,narrow,59621000
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,59997006,narrow,59997006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,64715009,narrow,64715009
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,6962006,narrow,6962006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,70995007,narrow,70995007
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,8501000119104,narrow,8501000119104
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,86234004,narrow,86234004
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,1227771010,narrow,1227771010
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,1572931000006113,narrow,1572931000006113
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,16131000000113,narrow,16131000000113
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,1749491000006112,narrow,1749491000006112
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,1749501000006116,narrow,1749501000006116
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,1753301000006114,narrow,1753301000006114
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,1803041000000114,narrow,1803041000000114
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,1900331000006113,narrow,1900331000006113
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2010161000006112,narrow,2010161000006112
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2160062010,narrow,2160062010
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,21621000000119,narrow,21621000000119
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2303211000000117,narrow,2303211000000117
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,232631000006113,narrow,232631000006113
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2350241000000116,narrow,2350241000000116
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2350261000000115,narrow,2350261000000115
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2350501000000116,narrow,2350501000000116
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2350541000000118,narrow,2350541000000118
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,251604013,narrow,251604013
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2535065012,narrow,2535065012
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,253576010,narrow,253576010
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2535848016,narrow,2535848016
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,2537960015,narrow,2537960015
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,253848011,narrow,253848011
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,26111000000114,narrow,26111000000114
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,264752011,narrow,264752011
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,264753018,narrow,264753018
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,264756014,narrow,264756014
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,264757017,narrow,264757017
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,264758010,narrow,264758010
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,264759019,narrow,264759019
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,264768017,narrow,264768017
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,264769013,narrow,264769013
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,270281000006113,narrow,270281000006113
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,270301000006112,narrow,270301000006112
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,270311000006110,narrow,270311000006110
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,270321000006119,narrow,270321000006119
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,270381000006115,narrow,270381000006115
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,280881000006115,narrow,280881000006115
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,285741017,narrow,285741017
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,285742012,narrow,285742012
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,285743019,narrow,285743019
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,285749015,narrow,285749015
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,285750015,narrow,285750015
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,293631011,narrow,293631011
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,293634015,narrow,293634015
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,293635019,narrow,293635019
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,293650011,narrow,293650011
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,293802014,narrow,293802014
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,293803016,narrow,293803016
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,3222101000006115,narrow,3222101000006115
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,3524221000006117,narrow,3524221000006117
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,356966014,narrow,356966014
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,356968010,narrow,356968010
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,370698013,narrow,370698013
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,401534016,narrow,401534016
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,434770018,narrow,434770018
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,436946011,narrow,436946011
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,451432013,narrow,451432013
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,4550451000006118,narrow,4550451000006118
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,4551831000006119,narrow,4551831000006119
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,4553741000006118,narrow,4553741000006118
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,5117901000006118,narrow,5117901000006118
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,5255791000006110,narrow,5255791000006110
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,5507901000006110,narrow,5507901000006110
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,5507911000006113,narrow,5507911000006113
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,5517051000006110,narrow,5517051000006110
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,6763391000006114,narrow,6763391000006114
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,6763401000006111,narrow,6763401000006111
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,6878851000006114,narrow,6878851000006114
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,857321000006113,narrow,857321000006113
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,857911000006118,narrow,857911000006118
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,881831000006116,narrow,881831000006116
Obesity diagnosis,L_OBESITY_COV,MEDCODEID,907161000006115,narrow,907161000006115
Obesity diagnosis,L_OBESITY_COV,SCTSPA,111375001,narrow,111375001
Obesity diagnosis,L_OBESITY_COV,SCTSPA,190962009,narrow,190962009
Obesity diagnosis,L_OBESITY_COV,SCTSPA,190964005,narrow,190964005
Obesity diagnosis,L_OBESITY_COV,SCTSPA,190966007,narrow,190966007
Obesity diagnosis,L_OBESITY_COV,SCTSPA,190974008,narrow,190974008
Obesity diagnosis,L_OBESITY_COV,SCTSPA,190975009,narrow,190975009
Obesity diagnosis,L_OBESITY_COV,SCTSPA,191090003,narrow,191090003
Obesity diagnosis,L_OBESITY_COV,SCTSPA,191091004,narrow,191091004
Obesity diagnosis,L_OBESITY_COV,SCTSPA,238136002,narrow,238136002
Obesity diagnosis,L_OBESITY_COV,SCTSPA,308124008,narrow,308124008
Obesity diagnosis,L_OBESITY_COV,SCTSPA,414915002,narrow,414915002
Obesity diagnosis,L_OBESITY_COV,SCTSPA,414916001,narrow,414916001
Obesity diagnosis,L_OBESITY_COV,SCTSPA,415530009,narrow,415530009
Obesity diagnosis,L_OBESITY_COV,SCTSPA,5476005,narrow,5476005
Obesity diagnosis,L_OBESITY_COV,SCTSPA,78897001,narrow,78897001
Obesity diagnosis,L_OBESITY_COV,SCTSPA,83911000119104,narrow,83911000119104
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,154776002,narrow,154776002
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,154777006,narrow,154777006
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190962009,narrow,190962009
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190963004,narrow,190963004
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190964005,narrow,190964005
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190966007,narrow,190966007
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190967003,narrow,190967003
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190972007,narrow,190972007
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190973002,narrow,190973002
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190974008,narrow,190974008
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,190975009,narrow,190975009
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,191090003,narrow,191090003
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,191091004,narrow,191091004
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,238136002,narrow,238136002
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,308124008,narrow,308124008
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,389986000,narrow,389986000
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,414915002,narrow,414915002
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,414916001,narrow,414916001
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,415530009,narrow,415530009
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,5476005,narrow,5476005
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,78897001,narrow,78897001
Obesity diagnosis,L_OBESITY_COV,SNOMEDCT_US,83911000119104,narrow,83911000119104
