event_definition,variable_name,coding_system,event_code,tags,code_no_dot
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159969012,narrow,2159969012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159973010,narrow,2159973010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159974016,narrow,2159974016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159975015,narrow,2159975015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159976019,narrow,2159976019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159977011,narrow,2159977011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159978018,narrow,2159978018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159979014,narrow,2159979014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159980012,narrow,2159980012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2160025013,narrow,2160025013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2160090014,narrow,2160090014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,216195015,narrow,216195015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,216201011,narrow,216201011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,21631000000117,narrow,21631000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164134013,narrow,2164134013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164452016,narrow,2164452016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164554017,narrow,2164554017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164555016,narrow,2164555016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164556015,narrow,2164556015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164557012,narrow,2164557012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164558019,narrow,2164558019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164560017,narrow,2164560017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164561018,narrow,2164561018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2164562013,narrow,2164562013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2168881000000114,narrow,2168881000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2176771000000110,narrow,2176771000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2182651000000118,narrow,2182651000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2203931000000113,narrow,2203931000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2205911000000116,narrow,2205911000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2227781000000112,narrow,2227781000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2227861000000112,narrow,2227861000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2227981000000110,narrow,2227981000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2230301000000116,narrow,2230301000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,223291000000111,narrow,223291000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2243331000000115,narrow,2243331000000115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2249831000000111,narrow,2249831000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2249871000000113,narrow,2249871000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2249951000000114,narrow,2249951000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2249991000000118,narrow,2249991000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2262341000000113,narrow,2262341000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2262381000000117,narrow,2262381000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2279261000000115,narrow,2279261000000115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2279291000000114,narrow,2279291000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2287311000000111,narrow,2287311000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2287971000000119,narrow,2287971000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2288011000000114,narrow,2288011000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2288041000000110,narrow,2288041000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2288061000000111,narrow,2288061000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2288071000000116,narrow,2288071000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2359401000000111,narrow,2359401000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2368911000000117,narrow,2368911000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2369111000000112,narrow,2369111000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2378231000000112,narrow,2378231000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2415191000000113,narrow,2415191000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2460251000000115,narrow,2460251000000115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2461101000000116,narrow,2461101000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2465001000000115,narrow,2465001000000115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2474309019,narrow,2474309019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2474334019,narrow,2474334019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2474671011,narrow,2474671011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2474726011,narrow,2474726011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2475901019,narrow,2475901019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2476117016,narrow,2476117016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2500921000000110,narrow,2500921000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,250447011,narrow,250447011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,251892015,narrow,251892015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,25261000000111,narrow,25261000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2532974016,narrow,2532974016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2532976019,narrow,2532976019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2532977011,narrow,2532977011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2533102013,narrow,2533102013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2533106011,narrow,2533106011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2533107019,narrow,2533107019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2533110014,narrow,2533110014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2534085017,narrow,2534085017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2548205017,narrow,2548205017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2548271013,narrow,2548271013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2548430017,narrow,2548430017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2548492011,narrow,2548492011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2549069011,narrow,2549069011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2549196011,narrow,2549196011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2549222013,narrow,2549222013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2549778010,narrow,2549778010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2549896013,narrow,2549896013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2549901010,narrow,2549901010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,257619018,narrow,257619018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,257620012,narrow,257620012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,257621011,narrow,257621011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,257623014,narrow,257623014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2586611000000113,narrow,2586611000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2586691000000116,narrow,2586691000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2586731000000110,narrow,2586731000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2622193012,narrow,2622193012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264676010,narrow,264676010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264677018,narrow,264677018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264678011,narrow,264678011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264679015,narrow,264679015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264681018,narrow,264681018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264682013,narrow,264682013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264693010,narrow,264693010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264695015,narrow,264695015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264701014,narrow,264701014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264704018,narrow,264704018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264705017,narrow,264705017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264706016,narrow,264706016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264707013,narrow,264707013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264716012,narrow,264716012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264717015,narrow,264717015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264718013,narrow,264718013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264719017,narrow,264719017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264720011,narrow,264720011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264723013,narrow,264723013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264724019,narrow,264724019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264726017,narrow,264726017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264727014,narrow,264727014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264728016,narrow,264728016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,264729012,narrow,264729012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2674067015,narrow,2674067015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2693189019,narrow,2693189019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,278718015,narrow,278718015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280511000006113,narrow,280511000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280521000006117,narrow,280521000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280531000006119,narrow,280531000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280541000006112,narrow,280541000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280551000006114,narrow,280551000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280561000006111,narrow,280561000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280571000006116,narrow,280571000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280581000006118,narrow,280581000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,280591000006115,narrow,280591000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,281161000006114,narrow,281161000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,281171000006119,narrow,281171000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,281181000006116,narrow,281181000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,281211000006117,narrow,281211000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2817479019,narrow,2817479019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,282568013,narrow,282568013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,282570016,narrow,282570016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,283544013,narrow,283544013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,283584016,narrow,283584016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,283620017,narrow,283620017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,283709014,narrow,283709014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,283889016,narrow,283889016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,283938017,narrow,283938017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,283974014,narrow,283974014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,284124018,narrow,284124018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,285223014,narrow,285223014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,285751016,narrow,285751016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,285752011,narrow,285752011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,285753018,narrow,285753018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,285759019,narrow,285759019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2906401000006113,narrow,2906401000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292466013,narrow,292466013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292475010,narrow,292475010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292478012,narrow,292478012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292479016,narrow,292479016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292480018,narrow,292480018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292482014,narrow,292482014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292483016,narrow,292483016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292484010,narrow,292484010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292488013,narrow,292488013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292489017,narrow,292489017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292495016,narrow,292495016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292496015,narrow,292496015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292503016,narrow,292503016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292512019,narrow,292512019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292523015,narrow,292523015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292538019,narrow,292538019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292540012,narrow,292540012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292541011,narrow,292541011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292543014,narrow,292543014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292548017,narrow,292548017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292550013,narrow,292550013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292551012,narrow,292551012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292553010,narrow,292553010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292565014,narrow,292565014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292576013,narrow,292576013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292577016,narrow,292577016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292579018,narrow,292579018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292581016,narrow,292581016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292582011,narrow,292582011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292583018,narrow,292583018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292589019,narrow,292589019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292590011,narrow,292590011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292606016,narrow,292606016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292612014,narrow,292612014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292617015,narrow,292617015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292621010,narrow,292621010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292622015,narrow,292622015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,292626017,narrow,292626017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,293756010,narrow,293756010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,293759015,narrow,293759015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2967831017,narrow,2967831017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297492014,narrow,297492014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297510017,narrow,297510017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297550019,narrow,297550019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297551015,narrow,297551015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297552010,narrow,297552010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297754014,narrow,297754014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297755010,narrow,297755010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297758012,narrow,297758012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,297964010,narrow,297964010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,298811000000118,narrow,298811000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,299191000000110,narrow,299191000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,299211000000114,narrow,299211000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,299261000000111,narrow,299261000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,299601000000114,narrow,299601000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,299621000000117,narrow,299621000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,299991000000112,narrow,299991000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,300021000000110,narrow,300021000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,301161000000113,narrow,301161000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,301191000000119,narrow,301191000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,301611000000118,narrow,301611000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,301641000000117,narrow,301641000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,302011,narrow,302011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,303846016,narrow,303846016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,305158015,narrow,305158015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,306112011,narrow,306112011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,306113018,narrow,306113018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,306114012,narrow,306114012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,307661000000114,narrow,307661000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,308071000000112,narrow,308071000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,308110013,narrow,308110013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,308360012,narrow,308360012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,308811000000110,narrow,308811000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,309177010,narrow,309177010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,309179013,narrow,309179013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,309180011,narrow,309180011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,309737011,narrow,309737011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,309738018,narrow,309738018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,317347010,narrow,317347010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,317348017,narrow,317348017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,317631000033112,narrow,317631000033112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,324113011,narrow,324113011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,324117012,narrow,324117012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,329150014,narrow,329150014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,3291658019,narrow,3291658019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,3296773014,narrow,3296773014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,330806013,narrow,330806013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,3330160012,narrow,3330160012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,345486016,narrow,345486016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,345487013,narrow,345487013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,345492010,narrow,345492010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,347657010,narrow,347657010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,3511581000006114,narrow,3511581000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,352751000006116,narrow,352751000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354241000006115,narrow,354241000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354251000006118,narrow,354251000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354261000006116,narrow,354261000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354271000006111,narrow,354271000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354316011,narrow,354316011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354508018,narrow,354508018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354509014,narrow,354509014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354651000006115,narrow,354651000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354661000006118,narrow,354661000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,354671000006113,narrow,354671000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,355471000006111,narrow,355471000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356077018,narrow,356077018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356078011,narrow,356078011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356085010,narrow,356085010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356099014,narrow,356099014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356110010,narrow,356110010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356111014,narrow,356111014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356115017,narrow,356115017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356118015,narrow,356118015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356119011,narrow,356119011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,356121018,narrow,356121018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,358035014,narrow,358035014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,358036010,narrow,358036010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,358411000006114,narrow,358411000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,358431000006115,narrow,358431000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,3636751012,narrow,3636751012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,3636752017,narrow,3636752017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,377001000006117,narrow,377001000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,38311000033119,narrow,38311000033119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,391111000006119,narrow,391111000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,396661000006115,narrow,396661000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,396671000006110,narrow,396671000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,399419012,narrow,399419012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,401531012,narrow,401531012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,404444016,narrow,404444016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,405057014,narrow,405057014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,405561000000113,narrow,405561000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,406351000000114,narrow,406351000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,411891014,narrow,411891014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,418920011,narrow,418920011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,429970018,narrow,429970018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,429971019,narrow,429971019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,429972014,narrow,429972014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,448261010,narrow,448261010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,451410016,narrow,451410016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,451411017,narrow,451411017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,453100011,narrow,453100011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,453910015,narrow,453910015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,454092018,narrow,454092018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,454093011,narrow,454093011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,455408014,narrow,455408014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,456646018,narrow,456646018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,456686014,narrow,456686014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457156014,narrow,457156014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457157017,narrow,457157017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457231013,narrow,457231013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457325013,narrow,457325013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457326014,narrow,457326014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457327017,narrow,457327017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457328010,narrow,457328010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457329019,narrow,457329019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,457330012,narrow,457330012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,458512016,narrow,458512016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459161015,narrow,459161015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459162010,narrow,459162010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459163017,narrow,459163017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459167016,narrow,459167016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459169018,narrow,459169018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459292011,narrow,459292011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459293018,narrow,459293018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459294012,narrow,459294012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459295013,narrow,459295013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459296014,narrow,459296014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459306016,narrow,459306016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459308015,narrow,459308015
